ID,Response
53680,0
53681,0
53682,0
53683,0
53684,1
53685,1
53686,0
53687,1
53688,0
53689,0
53690,1
53691,0
53692,1
53693,0
53694,1
53695,0
53696,0
53697,0
53698,1
53699,0
53700,1
53701,1
53702,0
53703,0
53704,1
53705,1
53706,0
53707,0
53708,1
53709,0
53710,0
53711,0
53712,1
53713,1
53714,0
53715,0
53716,0
53717,0
53718,0
53719,0
53720,0
53721,1
53722,0
53723,0
53724,0
53725,0
53726,0
53727,1
53728,0
53729,1
53730,0
53731,0
53732,0
53733,0
53734,1
53735,1
53736,0
53737,1
53738,0
53739,0
53740,1
53741,0
53742,0
53743,0
53744,1
53745,0
53746,0
53747,0
53748,1
53749,0
53750,0
53751,0
53752,0
53753,1
53754,1
53755,1
53756,1
53757,0
53758,0
53759,0
53760,1
53761,0
53762,0
53763,1
53764,1
53765,0
53766,1
53767,0
53768,0
53769,0
53770,0
53771,0
53772,0
53773,0
53774,1
53775,1
53776,0
53777,1
53778,0
53779,0
53780,0
53781,0
53782,1
53783,0
53784,0
53785,1
53786,0
53787,0
53788,0
53789,0
53790,0
53791,1
53792,0
53793,1
53794,0
53795,1
53796,1
53797,0
53798,0
53799,0
53800,1
53801,0
53802,1
53803,0
53804,0
53805,1
53806,0
53807,1
53808,1
53809,0
53810,1
53811,1
53812,0
53813,0
53814,0
53815,1
53816,1
53817,1
53818,1
53819,0
53820,0
53821,0
53822,0
53823,0
53824,1
53825,0
53826,0
53827,0
53828,0
53829,1
53830,0
53831,1
53832,0
53833,1
53834,0
53835,0
53836,0
53837,1
53838,0
53839,0
53840,0
53841,0
53842,0
53843,0
53844,1
53845,0
53846,1
53847,1
53848,0
53849,1
53850,1
53851,0
53852,1
53853,0
53854,0
53855,0
53856,1
53857,0
53858,0
53859,0
53860,1
53861,0
53862,0
53863,1
53864,0
53865,1
53866,0
53867,0
53868,0
53869,0
53870,1
53871,1
53872,1
53873,0
53874,0
53875,0
53876,1
53877,0
53878,0
53879,0
53880,0
53881,0
53882,0
53883,1
53884,0
53885,1
53886,0
53887,1
53888,0
53889,1
53890,1
53891,0
53892,0
53893,0
53894,0
53895,1
53896,1
53897,1
53898,0
53899,0
53900,1
53901,0
53902,1
53903,1
53904,0
53905,1
53906,1
53907,0
53908,1
53909,1
53910,0
53911,0
53912,1
53913,0
53914,0
53915,0
53916,1
53917,1
53918,1
53919,0
53920,0
53921,1
53922,0
53923,0
53924,0
53925,0
53926,0
53927,0
53928,1
53929,0
53930,1
53931,1
53932,1
53933,0
53934,0
53935,1
53936,0
53937,0
53938,1
53939,1
53940,0
53941,0
53942,1
53943,0
53944,0
53945,0
53946,0
53947,1
53948,0
53949,0
53950,1
53951,0
53952,0
53953,0
53954,0
53955,0
53956,0
53957,1
53958,0
53959,0
53960,0
53961,1
53962,1
53963,1
53964,1
53965,1
53966,1
53967,0
53968,0
53969,0
53970,1
53971,1
53972,0
53973,0
53974,0
53975,1
53976,0
53977,0
53978,0
53979,0
53980,0
53981,1
53982,1
53983,1
53984,0
53985,0
53986,0
53987,0
53988,0
53989,1
53990,0
53991,1
53992,0
53993,0
53994,0
53995,0
53996,0
53997,1
53998,0
53999,1
54000,1
54001,0
54002,0
54003,0
54004,1
54005,1
54006,0
54007,1
54008,1
54009,1
54010,1
54011,1
54012,0
54013,0
54014,1
54015,0
54016,0
54017,0
54018,0
54019,0
54020,1
54021,1
54022,0
54023,0
54024,0
54025,1
54026,0
54027,0
54028,0
54029,0
54030,0
54031,0
54032,1
54033,1
54034,1
54035,0
54036,1
54037,0
54038,0
54039,0
54040,0
54041,0
54042,1
54043,0
54044,0
54045,0
54046,0
54047,0
54048,0
54049,1
54050,1
54051,0
54052,1
54053,0
54054,1
54055,0
54056,0
54057,0
54058,1
54059,1
54060,1
54061,0
54062,0
54063,0
54064,0
54065,0
54066,0
54067,1
54068,0
54069,1
54070,0
54071,1
54072,0
54073,0
54074,0
54075,1
54076,1
54077,0
54078,0
54079,0
54080,0
54081,0
54082,1
54083,1
54084,0
54085,0
54086,0
54087,1
54088,0
54089,0
54090,0
54091,0
54092,0
54093,1
54094,0
54095,0
54096,0
54097,0
54098,1
54099,0
54100,0
54101,0
54102,0
54103,1
54104,1
54105,1
54106,1
54107,1
54108,0
54109,0
54110,0
54111,0
54112,0
54113,0
54114,0
54115,1
54116,0
54117,0
54118,1
54119,0
54120,1
54121,0
54122,1
54123,0
54124,0
54125,0
54126,0
54127,1
54128,0
54129,0
54130,0
54131,0
54132,1
54133,0
54134,0
54135,0
54136,1
54137,0
54138,1
54139,0
54140,1
54141,0
54142,1
54143,0
54144,1
54145,1
54146,0
54147,1
54148,0
54149,1
54150,0
54151,0
54152,1
54153,0
54154,0
54155,0
54156,0
54157,1
54158,0
54159,1
54160,1
54161,1
54162,1
54163,1
54164,0
54165,0
54166,1
54167,0
54168,1
54169,1
54170,1
54171,0
54172,0
54173,1
54174,1
54175,1
54176,0
54177,1
54178,0
54179,1
54180,0
54181,0
54182,1
54183,1
54184,0
54185,1
54186,0
54187,0
54188,1
54189,0
54190,1
54191,1
54192,0
54193,0
54194,0
54195,0
54196,0
54197,0
54198,1
54199,1
54200,0
54201,0
54202,0
54203,0
54204,0
54205,1
54206,1
54207,1
54208,1
54209,0
54210,1
54211,1
54212,0
54213,0
54214,1
54215,0
54216,1
54217,0
54218,0
54219,0
54220,0
54221,1
54222,0
54223,1
54224,0
54225,1
54226,1
54227,0
54228,0
54229,1
54230,1
54231,0
54232,1
54233,0
54234,0
54235,0
54236,1
54237,0
54238,0
54239,1
54240,0
54241,0
54242,0
54243,0
54244,0
54245,0
54246,0
54247,0
54248,0
54249,0
54250,0
54251,0
54252,0
54253,0
54254,1
54255,1
54256,0
54257,1
54258,0
54259,0
54260,1
54261,0
54262,0
54263,0
54264,1
54265,1
54266,1
54267,1
54268,1
54269,0
54270,0
54271,1
54272,0
54273,0
54274,1
54275,0
54276,1
54277,0
54278,1
54279,0
54280,0
54281,0
54282,0
54283,0
54284,0
54285,1
54286,0
54287,0
54288,1
54289,1
54290,0
54291,1
54292,0
54293,1
54294,1
54295,1
54296,0
54297,0
54298,0
54299,1
54300,1
54301,0
54302,0
54303,1
54304,0
54305,0
54306,0
54307,0
54308,0
54309,0
54310,0
54311,0
54312,0
54313,1
54314,1
54315,1
54316,1
54317,0
54318,1
54319,0
54320,0
54321,0
54322,0
54323,1
54324,0
54325,0
54326,0
54327,1
54328,1
54329,0
54330,0
54331,1
54332,0
54333,1
54334,0
54335,0
54336,1
54337,0
54338,1
54339,1
54340,0
54341,0
54342,0
54343,0
54344,1
54345,1
54346,1
54347,0
54348,0
54349,0
54350,0
54351,1
54352,1
54353,0
54354,1
54355,1
54356,1
54357,1
54358,0
54359,1
54360,0
54361,0
54362,0
54363,0
54364,1
54365,0
54366,0
54367,1
54368,0
54369,1
54370,1
54371,1
54372,0
54373,1
54374,0
54375,0
54376,1
54377,1
54378,0
54379,1
54380,0
54381,0
54382,0
54383,0
54384,0
54385,1
54386,0
54387,1
54388,0
54389,1
54390,0
54391,0
54392,0
54393,1
54394,1
54395,1
54396,1
54397,1
54398,0
54399,0
54400,0
54401,0
54402,0
54403,0
54404,1
54405,1
54406,0
54407,1
54408,1
54409,1
54410,0
54411,1
54412,0
54413,1
54414,0
54415,0
54416,0
54417,0
54418,0
54419,0
54420,0
54421,0
54422,0
54423,0
54424,1
54425,0
54426,0
54427,0
54428,0
54429,0
54430,0
54431,1
54432,0
54433,1
54434,0
54435,0
54436,0
54437,0
54438,0
54439,1
54440,1
54441,1
54442,0
54443,0
54444,0
54445,1
54446,1
54447,0
54448,0
54449,0
54450,1
54451,0
54452,1
54453,1
54454,0
54455,0
54456,1
54457,0
54458,1
54459,0
54460,0
54461,0
54462,0
54463,0
54464,0
54465,1
54466,0
54467,0
54468,0
54469,0
54470,1
54471,1
54472,1
54473,1
54474,1
54475,0
54476,1
54477,0
54478,0
54479,0
54480,1
54481,0
54482,0
54483,0
54484,0
54485,0
54486,1
54487,0
54488,0
54489,0
54490,0
54491,0
54492,0
54493,0
54494,1
54495,1
54496,0
54497,0
54498,1
54499,0
54500,0
54501,1
54502,1
54503,1
54504,1
54505,0
54506,0
54507,0
54508,1
54509,1
54510,0
54511,0
54512,0
54513,1
54514,1
54515,0
54516,0
54517,1
54518,0
54519,0
54520,0
54521,1
54522,0
54523,0
54524,0
54525,0
54526,1
54527,1
54528,0
54529,0
54530,1
54531,0
54532,1
54533,1
54534,0
54535,0
54536,0
54537,0
54538,1
54539,0
54540,0
54541,1
54542,0
54543,0
54544,0
54545,0
54546,0
54547,0
54548,0
54549,1
54550,1
54551,0
54552,1
54553,1
54554,1
54555,0
54556,0
54557,1
54558,1
54559,1
54560,0
54561,0
54562,0
54563,0
54564,1
54565,1
54566,0
54567,0
54568,1
54569,0
54570,0
54571,0
54572,0
54573,0
54574,0
54575,1
54576,1
54577,0
54578,1
54579,0
54580,1
54581,0
54582,0
54583,0
54584,0
54585,0
54586,0
54587,1
54588,0
54589,0
54590,0
54591,1
54592,0
54593,1
54594,1
54595,0
54596,0
54597,0
54598,0
54599,0
54600,1
54601,1
54602,0
54603,1
54604,0
54605,1
54606,0
54607,1
54608,1
54609,0
54610,0
54611,1
54612,1
54613,1
54614,1
54615,1
54616,0
54617,0
54618,1
54619,1
54620,0
54621,0
54622,1
54623,0
54624,1
54625,0
54626,0
54627,1
54628,1
54629,0
54630,0
54631,0
54632,0
54633,0
54634,1
54635,0
54636,0
54637,1
54638,0
54639,0
54640,1
54641,1
54642,0
54643,1
54644,1
54645,0
54646,1
54647,0
54648,1
54649,1
54650,1
54651,1
54652,0
54653,0
54654,1
54655,0
54656,0
54657,0
54658,0
54659,1
54660,1
54661,0
54662,0
54663,0
54664,0
54665,0
54666,0
54667,1
54668,1
54669,1
54670,0
54671,0
54672,1
54673,1
54674,0
54675,0
54676,0
54677,1
54678,1
54679,0
54680,1
54681,0
54682,1
54683,0
54684,0
54685,0
54686,0
54687,1
54688,1
54689,0
54690,0
54691,0
54692,0
54693,0
54694,1
54695,1
54696,0
54697,0
54698,0
54699,0
54700,0
54701,0
54702,0
54703,0
54704,1
54705,0
54706,1
54707,0
54708,1
54709,0
54710,1
54711,0
54712,0
54713,0
54714,1
54715,1
54716,0
54717,0
54718,0
54719,0
54720,0
54721,0
54722,0
54723,0
54724,1
54725,0
54726,1
54727,0
54728,1
54729,0
54730,1
54731,1
54732,0
54733,1
54734,0
54735,1
54736,1
54737,1
54738,1
54739,1
54740,1
54741,0
54742,0
54743,0
54744,0
54745,1
54746,0
54747,1
54748,0
54749,1
54750,0
54751,0
54752,0
54753,0
54754,1
54755,0
54756,1
54757,1
54758,0
54759,0
54760,0
54761,0
54762,0
54763,0
54764,0
54765,0
54766,0
54767,0
54768,0
54769,0
54770,1
54771,1
54772,1
54773,0
54774,1
54775,1
54776,0
54777,0
54778,0
54779,1
54780,0
54781,0
54782,0
54783,0
54784,0
54785,0
54786,0
54787,1
54788,1
54789,1
54790,0
54791,1
54792,0
54793,0
54794,1
54795,1
54796,0
54797,1
54798,0
54799,1
54800,1
54801,0
54802,0
54803,1
54804,0
54805,1
54806,0
54807,0
54808,0
54809,0
54810,0
54811,0
54812,1
54813,0
54814,0
54815,0
54816,0
54817,1
54818,0
54819,0
54820,0
54821,0
54822,1
54823,0
54824,0
54825,0
54826,0
54827,0
54828,0
54829,0
54830,1
54831,0
54832,0
54833,1
54834,0
54835,0
54836,0
54837,1
54838,0
54839,1
54840,1
54841,0
54842,0
54843,0
54844,0
54845,1
54846,1
54847,1
54848,1
54849,1
54850,1
54851,0
54852,1
54853,0
54854,0
54855,0
54856,0
54857,0
54858,1
54859,1
54860,0
54861,0
54862,0
54863,0
54864,1
54865,1
54866,1
54867,0
54868,1
54869,0
54870,1
54871,0
54872,0
54873,1
54874,0
54875,0
54876,0
54877,0
54878,0
54879,1
54880,0
54881,0
54882,0
54883,0
54884,0
54885,0
54886,0
54887,1
54888,0
54889,0
54890,0
54891,0
54892,1
54893,1
54894,0
54895,0
54896,0
54897,1
54898,1
54899,1
54900,1
54901,1
54902,1
54903,1
54904,0
54905,0
54906,1
54907,0
54908,1
54909,0
54910,1
54911,0
54912,1
54913,1
54914,1
54915,1
54916,0
54917,1
54918,0
54919,0
54920,0
54921,0
54922,1
54923,1
54924,1
54925,1
54926,0
54927,0
54928,0
54929,1
54930,0
54931,1
54932,0
54933,0
54934,1
54935,1
54936,0
54937,1
54938,1
54939,0
54940,0
54941,0
54942,0
54943,0
54944,0
54945,0
54946,1
54947,1
54948,0
54949,0
54950,1
54951,1
54952,1
54953,1
54954,0
54955,1
54956,0
54957,0
54958,1
54959,1
54960,0
54961,0
54962,1
54963,1
54964,0
54965,1
54966,0
54967,0
54968,1
54969,0
54970,1
54971,0
54972,1
54973,1
54974,1
54975,0
54976,0
54977,0
54978,1
54979,0
54980,0
54981,0
54982,1
54983,0
54984,1
54985,0
54986,0
54987,0
54988,0
54989,0
54990,0
54991,1
54992,1
54993,1
54994,1
54995,0
54996,0
54997,0
54998,1
54999,0
55000,1
55001,0
55002,0
55003,1
55004,1
55005,1
55006,1
55007,1
55008,1
55009,1
55010,0
55011,1
55012,1
55013,1
55014,1
55015,0
55016,1
55017,1
55018,0
55019,0
55020,1
55021,1
55022,1
55023,0
55024,0
55025,0
55026,1
55027,0
55028,0
55029,0
55030,1
55031,0
55032,0
55033,1
55034,0
55035,0
55036,0
55037,0
55038,0
55039,0
55040,1
55041,0
55042,1
55043,0
55044,0
55045,0
55046,0
55047,0
55048,0
55049,1
55050,0
55051,1
55052,1
55053,1
55054,0
55055,0
55056,0
55057,1
55058,1
55059,0
55060,1
55061,0
55062,1
55063,0
55064,0
55065,0
55066,0
55067,0
55068,0
55069,0
55070,1
55071,0
55072,1
55073,0
55074,0
55075,0
55076,0
55077,1
55078,0
55079,0
55080,0
55081,1
55082,1
55083,1
55084,1
55085,0
55086,0
55087,1
55088,0
55089,0
55090,0
55091,1
55092,1
55093,1
55094,1
55095,0
55096,1
55097,0
55098,1
55099,1
55100,1
55101,1
55102,0
55103,1
55104,1
55105,0
55106,0
55107,0
55108,0
55109,0
55110,1
55111,0
55112,1
55113,1
55114,0
55115,0
55116,1
55117,1
55118,0
55119,0
55120,1
55121,1
55122,1
55123,1
55124,0
55125,0
55126,0
55127,1
55128,0
55129,0
55130,1
55131,0
55132,0
55133,0
55134,1
55135,0
55136,0
55137,0
55138,1
55139,0
55140,0
55141,1
55142,0
55143,0
55144,0
55145,1
55146,0
55147,0
55148,0
55149,1
55150,0
55151,0
55152,0
55153,1
55154,0
55155,1
55156,1
55157,0
55158,1
55159,0
55160,1
55161,0
55162,0
55163,1
55164,1
55165,0
55166,0
55167,0
55168,0
55169,1
55170,0
55171,0
55172,0
55173,0
55174,0
55175,0
55176,0
55177,0
55178,1
55179,1
55180,0
55181,0
55182,1
55183,0
55184,0
55185,1
55186,0
55187,1
55188,1
55189,0
55190,0
55191,0
55192,1
55193,1
55194,0
55195,1
55196,1
55197,0
55198,0
55199,1
55200,0
55201,1
55202,0
55203,1
55204,1
55205,0
55206,1
55207,0
55208,1
55209,1
55210,0
55211,1
55212,1
55213,0
55214,0
55215,0
55216,0
55217,0
55218,0
55219,1
55220,1
55221,0
55222,0
55223,0
55224,0
55225,0
55226,0
55227,1
55228,1
55229,0
55230,0
55231,0
55232,1
55233,0
55234,0
55235,1
55236,0
55237,1
55238,0
55239,1
55240,0
55241,1
55242,1
55243,0
55244,1
55245,1
55246,1
55247,0
55248,1
55249,0
55250,1
55251,0
55252,0
55253,1
55254,1
55255,1
55256,0
55257,1
55258,1
55259,0
55260,0
55261,0
55262,0
55263,0
55264,0
55265,0
55266,1
55267,0
55268,1
55269,1
55270,0
55271,0
55272,1
55273,0
55274,1
55275,0
55276,0
55277,0
55278,0
55279,1
55280,0
55281,1
55282,0
55283,0
55284,0
55285,0
55286,1
55287,0
55288,0
55289,0
55290,0
55291,0
55292,1
55293,1
55294,1
55295,1
55296,1
55297,1
55298,0
55299,0
55300,1
55301,0
55302,0
55303,1
55304,1
55305,0
55306,1
55307,1
55308,0
55309,0
55310,1
55311,1
55312,1
55313,0
55314,1
55315,1
55316,0
55317,0
55318,1
55319,0
55320,1
55321,1
55322,0
55323,0
55324,0
55325,1
55326,1
55327,0
55328,0
55329,1
55330,0
55331,0
55332,0
55333,1
55334,0
55335,1
55336,1
55337,1
55338,0
55339,1
55340,0
55341,0
55342,1
55343,1
55344,1
55345,0
55346,0
55347,0
55348,1
55349,0
55350,1
55351,1
55352,0
55353,0
55354,0
55355,1
55356,0
55357,0
55358,1
55359,1
55360,1
55361,0
55362,1
55363,1
55364,0
55365,1
55366,0
55367,1
55368,0
55369,1
55370,1
55371,0
55372,0
55373,1
55374,1
55375,0
55376,1
55377,0
55378,0
55379,0
55380,1
55381,0
55382,1
55383,1
55384,0
55385,0
55386,1
55387,1
55388,0
55389,0
55390,1
55391,0
55392,0
55393,1
55394,0
55395,0
55396,1
55397,0
55398,0
55399,1
55400,1
55401,0
55402,0
55403,0
55404,0
55405,0
55406,1
55407,0
55408,0
55409,0
55410,0
55411,1
55412,1
55413,0
55414,1
55415,1
55416,0
55417,0
55418,0
55419,1
55420,0
55421,1
55422,1
55423,1
55424,0
55425,1
55426,1
55427,0
55428,0
55429,0
55430,0
55431,0
55432,1
55433,1
55434,0
55435,0
55436,1
55437,0
55438,0
55439,1
55440,0
55441,0
55442,0
55443,0
55444,0
55445,0
55446,0
55447,1
55448,1
55449,0
55450,1
55451,0
55452,0
55453,1
55454,0
55455,0
55456,1
55457,0
55458,1
55459,0
55460,0
55461,0
55462,0
55463,0
55464,1
55465,0
55466,0
55467,1
55468,0
55469,0
55470,0
55471,1
55472,0
55473,0
55474,1
55475,0
55476,1
55477,0
55478,0
55479,0
55480,0
55481,0
55482,0
55483,0
55484,0
55485,0
55486,0
55487,0
55488,0
55489,0
55490,1
55491,1
55492,0
55493,0
55494,1
55495,0
55496,1
55497,0
55498,0
55499,0
55500,0
55501,1
55502,0
55503,1
55504,0
55505,1
55506,1
55507,1
55508,0
55509,1
55510,0
55511,1
55512,0
55513,0
55514,0
55515,0
55516,0
55517,0
55518,1
55519,1
55520,1
55521,0
55522,1
55523,1
55524,0
55525,0
55526,0
55527,1
55528,1
55529,1
55530,1
55531,0
55532,1
55533,1
55534,0
55535,0
55536,0
55537,1
55538,0
55539,0
55540,0
55541,1
55542,1
55543,1
55544,1
55545,0
55546,0
55547,1
55548,1
55549,0
55550,0
55551,1
55552,0
55553,0
55554,0
55555,0
55556,0
55557,1
55558,0
55559,1
55560,0
55561,0
55562,1
55563,0
55564,1
55565,1
55566,1
55567,0
55568,0
55569,1
55570,0
55571,1
55572,0
55573,0
55574,1
55575,1
55576,0
55577,0
55578,0
55579,0
55580,0
55581,1
55582,1
55583,0
55584,0
55585,0
55586,1
55587,0
55588,0
55589,1
55590,1
55591,0
55592,1
55593,0
55594,0
55595,0
55596,0
55597,0
55598,0
55599,1
55600,1
55601,1
55602,1
55603,1
55604,0
55605,0
55606,0
55607,0
55608,0
55609,0
55610,1
55611,1
55612,0
55613,1
55614,1
55615,1
55616,0
55617,0
55618,0
55619,0
55620,1
55621,0
55622,0
55623,0
55624,0
55625,1
55626,1
55627,0
55628,0
55629,0
55630,0
55631,1
55632,1
55633,0
55634,0
55635,1
55636,0
55637,0
55638,0
55639,0
55640,1
55641,1
55642,1
55643,0
55644,1
55645,0
55646,0
55647,0
55648,0
55649,1
55650,0
55651,0
55652,0
55653,0
55654,1
55655,0
55656,1
55657,0
55658,0
55659,0
55660,1
55661,1
55662,0
55663,0
55664,1
55665,1
55666,0
55667,0
55668,1
55669,1
55670,1
55671,1
55672,1
55673,1
55674,1
55675,0
55676,0
55677,1
55678,0
55679,1
55680,1
55681,1
55682,0
55683,0
55684,0
55685,0
55686,0
55687,1
55688,1
55689,0
55690,0
55691,0
55692,1
55693,1
55694,1
55695,0
55696,1
55697,1
55698,0
55699,0
55700,1
55701,0
55702,0
55703,0
55704,0
55705,0
55706,1
55707,1
55708,0
55709,1
55710,1
55711,0
55712,0
55713,0
55714,1
55715,0
55716,0
55717,0
55718,0
55719,0
55720,0
55721,0
55722,1
55723,1
55724,1
55725,1
55726,1
55727,1
55728,1
55729,0
55730,0
55731,0
55732,0
55733,0
55734,0
55735,1
55736,0
55737,0
55738,0
55739,0
55740,1
55741,0
55742,0
55743,1
55744,0
55745,1
55746,1
55747,0
55748,0
55749,1
55750,0
55751,1
55752,0
55753,1
55754,0
55755,1
55756,0
55757,1
55758,1
55759,0
55760,0
55761,0
55762,0
55763,1
55764,0
55765,0
55766,1
55767,0
55768,1
55769,1
55770,0
55771,1
55772,1
55773,1
55774,1
55775,0
55776,1
55777,0
55778,1
55779,1
55780,1
55781,1
55782,0
55783,1
55784,0
55785,0
55786,0
55787,0
55788,0
55789,0
55790,0
55791,0
55792,0
55793,0
55794,0
55795,1
55796,1
55797,0
55798,1
55799,0
55800,1
55801,0
55802,0
55803,0
55804,0
55805,1
55806,0
55807,0
55808,0
55809,0
55810,0
55811,0
55812,0
55813,1
55814,1
55815,1
55816,0
55817,0
55818,0
55819,0
55820,0
55821,0
55822,1
55823,0
55824,0
55825,0
55826,1
55827,0
55828,0
55829,0
55830,0
55831,1
55832,1
55833,0
55834,1
55835,1
55836,0
55837,1
55838,1
55839,0
55840,0
55841,0
55842,0
55843,0
55844,0
55845,1
55846,0
55847,0
55848,1
55849,1
55850,1
55851,1
55852,0
55853,0
55854,0
55855,0
55856,0
55857,1
55858,0
55859,1
55860,1
55861,0
55862,1
55863,1
55864,0
55865,0
55866,0
55867,1
55868,1
55869,1
55870,0
55871,0
55872,0
55873,1
55874,0
55875,1
55876,0
55877,0
55878,1
55879,1
55880,0
55881,0
55882,0
55883,0
55884,1
55885,1
55886,1
55887,1
55888,0
55889,1
55890,1
55891,0
55892,0
55893,1
55894,0
55895,0
55896,0
55897,0
55898,0
55899,0
55900,0
55901,1
55902,1
55903,0
55904,1
55905,0
55906,0
55907,1
55908,0
55909,0
55910,0
55911,0
55912,0
55913,0
55914,1
55915,1
55916,0
55917,0
55918,1
55919,1
55920,0
55921,0
55922,1
55923,1
55924,0
55925,0
55926,0
55927,0
55928,0
55929,0
55930,1
55931,1
55932,0
55933,0
55934,0
55935,0
55936,0
55937,1
55938,1
55939,0
55940,0
55941,1
55942,1
55943,0
55944,0
55945,0
55946,0
55947,0
55948,0
55949,0
55950,1
55951,0
55952,0
55953,1
55954,0
55955,1
55956,1
55957,1
55958,1
55959,1
55960,0
55961,1
55962,1
55963,1
55964,1
55965,1
55966,1
55967,0
55968,0
55969,0
55970,1
55971,0
55972,1
55973,0
55974,1
55975,1
55976,0
55977,0
55978,1
55979,0
55980,1
55981,1
55982,0
55983,0
55984,1
55985,0
55986,0
55987,0
55988,0
55989,0
55990,0
55991,0
55992,1
55993,0
55994,1
55995,0
55996,0
55997,0
55998,1
55999,0
56000,0
56001,1
56002,0
56003,0
56004,0
56005,0
56006,0
56007,1
56008,1
56009,1
56010,1
56011,0
56012,1
56013,0
56014,1
56015,0
56016,1
56017,1
56018,0
56019,0
56020,1
56021,0
56022,0
56023,0
56024,1
56025,0
56026,0
56027,0
56028,0
56029,1
56030,0
56031,1
56032,0
56033,0
56034,1
56035,0
56036,1
56037,1
56038,0
56039,0
56040,0
56041,1
56042,1
56043,1
56044,0
56045,1
56046,0
56047,0
56048,0
56049,1
56050,0
56051,0
56052,1
56053,1
56054,0
56055,1
56056,1
56057,1
56058,1
56059,1
56060,0
56061,1
56062,0
56063,0
56064,1
56065,1
56066,1
56067,0
56068,1
56069,0
56070,1
56071,1
56072,0
56073,0
56074,1
56075,1
56076,1
56077,0
56078,0
56079,0
56080,1
56081,0
56082,0
56083,0
56084,0
56085,1
56086,0
56087,1
56088,1
56089,0
56090,0
56091,0
56092,0
56093,0
56094,0
56095,1
56096,1
56097,0
56098,1
56099,1
56100,0
56101,1
56102,1
56103,1
56104,1
56105,0
56106,0
56107,0
56108,1
56109,0
56110,1
56111,0
56112,0
56113,1
56114,0
56115,0
56116,0
56117,1
56118,1
56119,0
56120,0
56121,1
56122,1
56123,0
56124,1
56125,1
56126,0
56127,0
56128,0
56129,1
56130,1
56131,1
56132,0
56133,0
56134,0
56135,0
56136,0
56137,0
56138,0
56139,1
56140,1
56141,1
56142,0
56143,1
56144,0
56145,0
56146,0
56147,1
56148,0
56149,0
56150,0
56151,0
56152,1
56153,1
56154,0
56155,0
56156,1
56157,0
56158,0
56159,0
56160,0
56161,1
56162,0
56163,1
56164,1
56165,1
56166,0
56167,1
56168,0
56169,0
56170,1
56171,0
56172,1
56173,0
56174,1
56175,0
56176,0
56177,0
56178,0
56179,0
56180,1
56181,0
56182,0
56183,1
56184,1
56185,1
56186,0
56187,1
56188,0
56189,0
56190,0
56191,0
56192,1
56193,0
56194,1
56195,1
56196,0
56197,0
56198,0
56199,0
56200,0
56201,1
56202,1
56203,0
56204,1
56205,0
56206,1
56207,0
56208,0
56209,0
56210,0
56211,0
56212,1
56213,1
56214,0
56215,0
56216,0
56217,0
56218,0
56219,1
56220,1
56221,0
56222,1
56223,0
56224,1
56225,0
56226,1
56227,0
56228,0
56229,0
56230,0
56231,0
56232,0
56233,1
56234,0
56235,1
56236,1
56237,1
56238,0
56239,0
56240,1
56241,1
56242,0
56243,0
56244,0
56245,1
56246,1
56247,0
56248,0
56249,1
56250,1
56251,0
56252,0
56253,1
56254,1
56255,1
56256,1
56257,0
56258,1
56259,0
56260,0
56261,0
56262,0
56263,0
56264,1
56265,0
56266,0
56267,0
56268,1
56269,1
56270,0
56271,0
56272,0
56273,0
56274,0
56275,0
56276,0
56277,0
56278,1
56279,0
56280,1
56281,0
56282,1
56283,0
56284,0
56285,1
56286,1
56287,1
56288,1
56289,0
56290,1
56291,1
56292,1
56293,0
56294,1
56295,0
56296,1
56297,0
56298,1
56299,0
56300,0
56301,0
56302,1
56303,0
56304,0
56305,0
56306,1
56307,1
56308,0
56309,0
56310,1
56311,0
56312,1
56313,0
56314,1
56315,1
56316,1
56317,0
56318,0
56319,0
56320,1
56321,0
56322,0
56323,1
56324,1
56325,1
56326,0
56327,0
56328,0
56329,0
56330,1
56331,0
56332,1
56333,0
56334,0
56335,0
56336,0
56337,0
56338,0
56339,0
56340,0
56341,1
56342,0
56343,0
56344,0
56345,0
56346,0
56347,0
56348,1
56349,0
56350,0
56351,1
56352,1
56353,1
56354,0
56355,0
56356,1
56357,0
56358,1
56359,0
56360,0
56361,0
56362,1
56363,0
56364,0
56365,0
56366,1
56367,1
56368,0
56369,1
56370,0
56371,1
56372,0
56373,0
56374,0
56375,0
56376,0
56377,0
56378,0
56379,0
56380,0
56381,0
56382,1
56383,0
56384,0
56385,0
56386,0
56387,1
56388,1
56389,0
56390,0
56391,0
56392,0
56393,0
56394,1
56395,1
56396,0
56397,0
56398,0
56399,0
56400,1
56401,0
56402,0
56403,1
56404,1
56405,0
56406,1
56407,0
56408,1
56409,0
56410,0
56411,0
56412,0
56413,1
56414,0
56415,0
56416,0
56417,1
56418,0
56419,0
56420,1
56421,0
56422,0
56423,0
56424,0
56425,1
56426,0
56427,0
56428,0
56429,0
56430,0
56431,1
56432,0
56433,0
56434,0
56435,1
56436,0
56437,1
56438,0
56439,0
56440,0
56441,0
56442,0
56443,0
56444,1
56445,1
56446,1
56447,0
56448,0
56449,1
56450,0
56451,0
56452,1
56453,0
56454,1
56455,0
56456,1
56457,1
56458,1
56459,1
56460,0
56461,0
56462,0
56463,0
56464,1
56465,1
56466,0
56467,1
56468,0
56469,1
56470,1
56471,0
56472,1
56473,0
56474,0
56475,0
56476,1
56477,0
